UF,Município,Situação
SP,PARISI,Não Cadastrado
PI,PARNAGUA,Aprovado
PI,PARNAIBA,Aprovado
PE,PARNAMIRIM,Aprovado
RN,PARNAMIRIM,Aprovado
MA,PARNARAMA,Aprovado
RS,PAROBE,Aprovado
RN,PASSA E FICA,Aprovado
MG,PASSA QUATRO,Aprovado
RS,PASSA SETE,Aprovado
MG,PASSA TEMPO,Aprovado
MG,PASSA-VINTE,Não Cadastrado
MG,PASSABEM,Aprovado
PB,PASSAGEM,Aprovado
RN,PASSAGEM,Aprovado
MA,PASSAGEM FRANCA,Em Complementação
PI,PASSAGEM FRANCA DO PIAUI,Não Cadastrado
PE,PASSIRA,Aprovado
AL,PASSO DE CAMARAGIBE,Aprovado
SC,PASSO DE TORRES,Aprovado
RS,PASSO DO SOBRADO,Em Cadastro
RS,PASSO FUNDO,Aprovado
MG,PASSOS,Aprovado
SC,PASSOS MAIA,Em Cadastro
MA,PASTOS BONS,Aprovado
MG,PATIS,Aprovado
PR,PATO BRAGADO,Aprovado
PR,PATO BRANCO,Aprovado
PB,PATOS,Aprovado
MG,PATOS DE MINAS,Aprovado
PI,PATOS DO PIAUI,Não Cadastrado
MG,PATROCINIO,Aprovado
MG,PATROCINIO DO MURIAE,Aprovado
SP,PATROCINIO PAULISTA,Aprovado
RN,PATU,Aprovado
RJ,PATY DO ALFERES,Aprovado
BA,PAU BRASIL,Aprovado
TO,PAU D'ARCO,Em Complementação
PA,PAU D'ARCO,Aprovado
PI,PAU D'ARCO DO PIAUI,Aprovado
RN,PAU DOS FERROS,Aprovado
PE,PAUDALHO,Aprovado
AM,PAUINI,Em Análise
MG,PAULA CANDIDO,Aprovado
PR,PAULA FREITAS,Aprovado
SP,PAULICEIA,Em Cadastro
SP,PAULINIA,Aprovado
MA,PAULINO NEVES,Aprovado
PE,PAULISTA,Aprovado
PB,PAULISTA,Aprovado
PI,PAULISTANA,Aprovado
SP,PAULISTANIA,Aprovado
MG,PAULISTAS,Aprovado
BA,PAULO AFONSO,Aprovado
RS,PAULO BENTO,Não Cadastrado
SP,PAULO DE FARIA,Não Cadastrado
PR,PAULO FRONTIN,Aprovado
AL,PAULO JACINTO,Aprovado
SC,PAULO LOPES,Aprovado
MA,PAULO RAMOS,Não Cadastrado
MG,PAVAO,Aprovado
RS,PAVERAMA,Aprovado
PI,PAVUSSU,Aprovado
BA,PE DE SERRA,Aprovado
PR,PEABIRU,Aprovado
MG,PECANHA,Aprovado
SP,PEDERNEIRAS,Aprovado
PE,PEDRA,Aprovado
MG,PEDRA AZUL,Aprovado
SP,PEDRA BELA,Aprovado
MG,PEDRA BONITA,Aprovado
PB,PEDRA BRANCA,Aprovado
CE,PEDRA BRANCA,Aprovado
AP,PEDRA BRANCA DO AMAPARI,Aprovado
MG,PEDRA DO ANTA,Não Cadastrado
MG,PEDRA DO INDAIA,Não Cadastrado
MG,PEDRA DOURADA,Não Cadastrado
RN,PEDRA GRANDE,Aprovado
PB,PEDRA LAVRADA,Aprovado
SE,PEDRA MOLE,Não Cadastrado
MT,PEDRA PRETA,Aprovado
RN,PEDRA PRETA,Não Cadastrado
MG,PEDRALVA,Aprovado
SP,PEDRANOPOLIS,Aprovado
BA,PEDRAO,Aprovado
RS,PEDRAS ALTAS,Aprovado
PB,PEDRAS DE FOGO,Aprovado
MG,PEDRAS DE MARIA DA CRUZ,Não Cadastrado
SC,PEDRAS GRANDES,Não Cadastrado
SP,PEDREGULHO,Não Cadastrado
SP,PEDREIRA,Aprovado
MA,PEDREIRAS,Aprovado
SE,PEDRINHAS,Aprovado
SP,PEDRINHAS PAULISTA,Aprovado
MG,PEDRINOPOLIS,Aprovado
TO,PEDRO AFONSO,Aprovado
BA,PEDRO ALEXANDRE,Não Cadastrado
RN,PEDRO AVELINO,Aprovado
ES,PEDRO CANARIO,Aprovado
SP,PEDRO DE TOLEDO,Não Cadastrado
MA,PEDRO DO ROSARIO,Não Cadastrado
MS,PEDRO GOMES,Não Cadastrado
PI,PEDRO II,Aprovado
PI,PEDRO LAURENTINO,Aprovado
MG,PEDRO LEOPOLDO,Aprovado
RS,PEDRO OSORIO,Aprovado
PB,PEDRO REGIS,Aprovado
MG,PEDRO TEIXEIRA,Não Cadastrado
RN,PEDRO VELHO,Aprovado
TO,PEIXE,Aprovado
PA,PEIXE-BOI,Aprovado
MT,PEIXOTO DE AZEVEDO,Aprovado
RS,PEJUCARA,Aprovado
RS,PELOTAS,Aprovado
CE,PENAFORTE,Aprovado
MA,PENALVA,Não Cadastrado
SP,PENAPOLIS,Aprovado
RN,PENDENCIAS,Aprovado
AL,PENEDO,Aprovado
SC,PENHA,Aprovado
CE,PENTECOSTE,Aprovado
MG,PEQUERI,Aprovado
MG,PEQUI,Não Cadastrado
TO,PEQUIZEIRO,Aprovado
MG,PERDIGAO,Aprovado
MG,PERDIZES,Não Cadastrado
MG,PERDOES,Aprovado
SP,PEREIRA BARRETO,Aprovado
SP,PEREIRAS,Aprovado
CE,PEREIRO,Aprovado
MA,PERI MIRIM,Aprovado
MG,PERIQUITO,Aprovado
SC,PERITIBA,Aprovado
MA,PERITORO,Aprovado
PR,PEROBAL,Não Cadastrado
PR,PEROLA,Aprovado
PR,PEROLA D'OESTE,Em Cadastro
GO,PEROLANDIA,Não Cadastrado
SP,PERUIBE,Aprovado
MG,PESCADOR,Aprovado
SC,PESCARIA BRAVA,Aprovado
PE,PESQUEIRA,Aprovado
SC,PETROLANDIA,Aprovado
PE,PETROLANDIA,Aprovado
PE,PETROLINA,Aprovado
GO,PETROLINA DE GOIAS,Não Cadastrado
RJ,PETROPOLIS,Aprovado
AL,PIACABUCU,Aprovado
SP,PIACATU,Aprovado
PB,PIANCO,Aprovado
BA,PIATA,Aprovado
MG,PIAU,Aprovado
RS,PICADA CAFE,Aprovado
PA,PICARRA,Aprovado
PI,PICOS,Aprovado
PB,PICUI,Aprovado
SP,PIEDADE,Aprovado
MG,PIEDADE DE CARATINGA,Não Cadastrado
MG,PIEDADE DE PONTE NOVA,Aprovado
MG,PIEDADE DO RIO GRANDE,Aprovado
MG,PIEDADE DOS GERAIS,Aprovado
PR,PIEN,Não Cadastrado
BA,PILAO ARCADO,Aprovado
AL,PILAR,Aprovado
PB,PILAR,Aprovado
GO,PILAR DE GOIAS,Não Cadastrado
SP,PILAR DO SUL,Aprovado
PB,PILOES,Aprovado
RN,PILOES,Aprovado
PB,PILOEZINHOS,Aprovado
MG,PIMENTA,Aprovado
RO,PIMENTA BUENO,Aprovado
PI,PIMENTEIRAS,Aprovado
RO,PIMENTEIRAS DO OESTE,Não Cadastrado
BA,PINDAI,Aprovado
SP,PINDAMONHANGABA,Aprovado
MA,PINDARE-MIRIM,Não Cadastrado
AL,PINDOBA,Em Cadastro
BA,PINDOBACU,Aprovado
SP,PINDORAMA,Aprovado
TO,PINDORAMA DO TOCANTINS,Aprovado
CE,PINDORETAMA,Aprovado
MG,PINGO-D'AGUA,Não Cadastrado
PR,PINHAIS,Aprovado
RS,PINHAL,Aprovado
RS,PINHAL DA SERRA,Não Cadastrado
PR,PINHAL DE SAO BENTO,Não Cadastrado
RS,PINHAL GRANDE,Aprovado
PR,PINHALAO,Em Análise
SC,PINHALZINHO,Aprovado
SP,PINHALZINHO,Aprovado
PR,PINHAO,Aprovado
SE,PINHAO,Não Cadastrado
RJ,PINHEIRAL,Aprovado
RS,PINHEIRINHO DO VALE,Aprovado
MA,PINHEIRO,Aprovado
RS,PINHEIRO MACHADO,Aprovado
SC,PINHEIRO PRETO,Aprovado
ES,PINHEIROS,Aprovado
BA,PINTADAS,Aprovado
RS,PINTO BANDEIRA,Aprovado
MG,PINTOPOLIS,Aprovado
PI,PIO IX,Aprovado
MA,PIO XII,Aprovado
SP,PIQUEROBI,Não Cadastrado
CE,PIQUET CARNEIRO,Aprovado
SP,PIQUETE,Aprovado
SP,PIRACAIA,Aprovado
GO,PIRACANJUBA,Aprovado
MG,PIRACEMA,Aprovado
SP,PIRACICABA,Aprovado
PI,PIRACURUCA,Aprovado
RJ,PIRAI,Aprovado
BA,PIRAI DO NORTE,Aprovado
PR,PIRAI DO SUL,Não Cadastrado
SP,PIRAJU,Aprovado
MG,PIRAJUBA,Aprovado
SP,PIRAJUI,Aprovado
SE,PIRAMBU,Aprovado
MG,PIRANGA,Aprovado
SP,PIRANGI,Não Cadastrado
MG,PIRANGUCU,Rejeitado
MG,PIRANGUINHO,Aprovado
AL,PIRANHAS,Aprovado
GO,PIRANHAS,Aprovado
MA,PIRAPEMAS,Não Cadastrado
MG,PIRAPETINGA,Aprovado
RS,PIRAPO,Não Cadastrado
MG,PIRAPORA,Aprovado
SP,PIRAPORA DO BOM JESUS,Aprovado
SP,PIRAPOZINHO,Não Cadastrado
PR,PIRAQUARA,Aprovado
TO,PIRAQUE,Não Cadastrado
SP,PIRASSUNUNGA,Aprovado
RS,PIRATINI,Aprovado
SP,PIRATININGA,Em Cadastro
SC,PIRATUBA,Aprovado
MG,PIRAUBA,Aprovado
GO,PIRENOPOLIS,Aprovado
GO,PIRES DO RIO,Aprovado
CE,PIRES FERREIRA,Aprovado
BA,PIRIPA,Aprovado
PI,PIRIPIRI,Aprovado
BA,PIRITIBA,Aprovado
PB,PIRPIRITUBA,Aprovado
PR,PITANGA,Aprovado
SP,PITANGUEIRAS,Aprovado
PR,PITANGUEIRAS,Não Cadastrado
MG,PITANGUI,Aprovado
PB,PITIMBU,Aprovado
TO,PIUM,Aprovado
ES,PIUMA,Aprovado
MG,PIUMHI,Aprovado
PA,PLACAS,Aprovado
AC,PLACIDO DE CASTRO,Aprovado
GO,PLANALTINA,Aprovado
PR,PLANALTINA DO PARANA,Aprovado
BA,PLANALTINO,Aprovado
RS,PLANALTO,Aprovado
BA,PLANALTO,Aprovado
PR,PLANALTO,Aprovado
SP,PLANALTO,Aprovado
SC,PLANALTO ALEGRE,Aprovado
MT,PLANALTO DA SERRA,Aprovado
MG,PLANURA,Aprovado
SP,PLATINA,Aprovado
SP,POA,Aprovado
PE,POCAO,Aprovado
MA,POCAO DE PEDRAS,Aprovado
PB,POCINHOS,Aprovado
RN,POCO BRANCO,Aprovado
PB,POCO DANTAS,Aprovado
RS,POCO DAS ANTAS,Aprovado
AL,POCO DAS TRINCHEIRAS,Aprovado
PB,POCO DE JOSE DE MOURA,Aprovado
MG,POCO FUNDO,Aprovado
SE,POCO REDONDO,Aprovado
SE,POCO VERDE,Aprovado
BA,POCOES,Aprovado
MT,POCONE,Aprovado
MG,POCOS DE CALDAS,Aprovado
MG,POCRANE,Aprovado
BA,POJUCA,Aprovado
SP,POLONI,Aprovado
PB,POMBAL,Aprovado
PE,POMBOS,Aprovado
SC,POMERODE,Aprovado
SP,POMPEIA,Aprovado
MG,POMPEU,Aprovado
SP,PONGAI,Aprovado
PA,PONTA DE PEDRAS,Aprovado
PR,PONTA GROSSA,Aprovado
MS,PONTA PORA,Aprovado
SP,PONTAL,Aprovado
MT,PONTAL DO ARAGUAIA,Aprovado
PR,PONTAL DO PARANA,Não Cadastrado
GO,PONTALINA,Não Cadastrado
SP,PONTALINDA,Não Cadastrado
RS,PONTAO,Aprovado
SC,PONTE ALTA,Aprovado
TO,PONTE ALTA DO BOM JESUS,Aprovado
SC,PONTE ALTA DO NORTE,Aprovado
TO,PONTE ALTA DO TOCANTINS,Aprovado
MT,PONTE BRANCA,Não Cadastrado
MG,PONTE NOVA,Aprovado
RS,PONTE PRETA,Não Cadastrado
SC,PONTE SERRADA,Aprovado
MT,PONTES E LACERDA,Não Cadastrado
SP,PONTES GESTAL,Aprovado
ES,PONTO BELO,Aprovado
MG,PONTO CHIQUE,Aprovado
MG,PONTO DOS VOLANTES,Aprovado
BA,PONTO NOVO,Aprovado
SP,POPULINA,Não Cadastrado
CE,PORANGA,Aprovado
SP,PORANGABA,Aprovado
GO,PORANGATU,Aprovado
RJ,PORCIUNCULA,Aprovado
PR,PORECATU,Aprovado
RN,PORTALEGRE,Aprovado
RS,PORTAO,Aprovado
GO,PORTEIRAO,Não Cadastrado
CE,PORTEIRAS,Aprovado
MG,PORTEIRINHA,Aprovado
PA,PORTEL,Aprovado
GO,PORTELANDIA,Aprovado
PI,PORTO,Aprovado
AC,PORTO ACRE,Não Cadastrado
RS,PORTO ALEGRE,Aprovado
MT,PORTO ALEGRE DO NORTE,Aprovado
PI,PORTO ALEGRE DO PIAUI,Não Cadastrado
TO,PORTO ALEGRE DO TOCANTINS,Aprovado
PR,PORTO AMAZONAS,Aprovado
PR,PORTO BARREIRO,Não Cadastrado
SC,PORTO BELO,Aprovado
AL,PORTO CALVO,Aprovado
SE,PORTO DA FOLHA,Aprovado
PA,PORTO DE MOZ,Aprovado
AL,PORTO DE PEDRAS,Aprovado
RN,PORTO DO MANGUE,Aprovado
MT,PORTO DOS GAUCHOS,Não Cadastrado
MT,PORTO ESPERIDIAO,Aprovado
MT,PORTO ESTRELA,Não Cadastrado
SP,PORTO FELIZ,Aprovado
SP,PORTO FERREIRA,Aprovado
MG,PORTO FIRME,Em Análise
MA,PORTO FRANCO,Não Cadastrado
AP,PORTO GRANDE,Aprovado
RS,PORTO LUCENA,Aprovado
RS,PORTO MAUA,Não Cadastrado
MS,PORTO MURTINHO,Aprovado
TO,PORTO NACIONAL,Aprovado
RJ,PORTO REAL,Aprovado
AL,PORTO REAL DO COLEGIO,Aprovado
PR,PORTO RICO,Não Cadastrado
MA,PORTO RICO DO MARANHAO,Aprovado
BA,PORTO SEGURO,Aprovado
SC,PORTO UNIAO,Aprovado
RO,PORTO VELHO,Aprovado
RS,PORTO VERA CRUZ,Não Cadastrado
PR,PORTO VITORIA,Não Cadastrado
AC,PORTO WALTER,Aprovado
RS,PORTO XAVIER,Aprovado
GO,POSSE,Não Cadastrado
MG,POTE,Aprovado
CE,POTENGI,Aprovado
SP,POTIM,Aprovado
BA,POTIRAGUA,Aprovado
SP,POTIRENDABA,Aprovado
CE,POTIRETAMA,Não Cadastrado
MG,POUSO ALEGRE,Aprovado
MG,POUSO ALTO,Aprovado
RS,POUSO NOVO,Aprovado
SC,POUSO REDONDO,Aprovado
MT,POXOREO,Aprovado
SP,PRACINHA,Aprovado
AP,PRACUUBA,Aprovado
BA,PRADO,Aprovado
PR,PRADO FERREIRA,Aprovado
SP,PRADOPOLIS,Aprovado
MG,PRADOS,Aprovado
SC,PRAIA GRANDE,Aprovado
SP,PRAIA GRANDE,Aprovado
TO,PRAIA NORTE,Aprovado
PA,PRAINHA,Aprovado
PR,PRANCHITA,Não Cadastrado
MG,PRATA,Não Cadastrado
PB,PRATA,Aprovado
PI,PRATA DO PIAUI,Aprovado
SP,PRATANIA,Em Complementação
MG,PRATAPOLIS,Aprovado
MG,PRATINHA,Aprovado
SP,PRESIDENTE ALVES,Em Complementação
SP,PRESIDENTE BERNARDES,Não Cadastrado
MG,PRESIDENTE BERNARDES,Em Análise
SC,PRESIDENTE CASTELLO BRANCO,Não Cadastrado
PR,PRESIDENTE CASTELO BRANCO,Não Cadastrado
MA,PRESIDENTE DUTRA,Não Cadastrado
BA,PRESIDENTE DUTRA,Aprovado
SP,PRESIDENTE EPITACIO,Aprovado
AM,PRESIDENTE FIGUEIREDO,Aprovado
SC,PRESIDENTE GETULIO,Aprovado
BA,PRESIDENTE JANIO QUADROS,Em Cadastro
MG,PRESIDENTE JUSCELINO,Não Cadastrado
MA,PRESIDENTE JUSCELINO,Aprovado
TO,PRESIDENTE KENNEDY,Não Cadastrado
ES,PRESIDENTE KENNEDY,Aprovado
MG,PRESIDENTE KUBITSCHEK,Aprovado
RS,PRESIDENTE LUCENA,Não Cadastrado
RO,PRESIDENTE MEDICI,Não Cadastrado
MA,PRESIDENTE MEDICI,Aprovado
SC,PRESIDENTE NEREU,Aprovado
MG,PRESIDENTE OLEGARIO,Não Cadastrado
SP,PRESIDENTE PRUDENTE,Aprovado
MA,PRESIDENTE SARNEY,Não Cadastrado
BA,PRESIDENTE TANCREDO NEVES,Aprovado
MA,PRESIDENTE VARGAS,Aprovado
SP,PRESIDENTE VENCESLAU,Aprovado
PA,PRIMAVERA,Não Cadastrado
PE,PRIMAVERA,Não Cadastrado
RO,PRIMAVERA DE RONDONIA,Não Cadastrado
MT,PRIMAVERA DO LESTE,Aprovado
MA,PRIMEIRA CRUZ,Aprovado
PR,PRIMEIRO DE MAIO,Aprovado
SC,PRINCESA,Aprovado
PB,PRINCESA ISABEL,Aprovado
GO,PROFESSOR JAMIL,Aprovado
RS,PROGRESSO,Aprovado
SP,PROMISSAO,Aprovado
SE,PROPRIA,Aprovado
RS,PROTASIO ALVES,Aprovado
MG,PRUDENTE DE MORAIS,Aprovado
PR,PRUDENTOPOLIS,Aprovado
TO,PUGMIL,Aprovado
RN,PUREZA,Aprovado
RS,PUTINGA,Aprovado
PB,PUXINANA,Aprovado
SP,QUADRA,Aprovado
RS,QUARAI,Aprovado
MG,QUARTEL GERAL,Aprovado
PR,QUARTO CENTENARIO,Aprovado
SP,QUATA,Aprovado
PR,QUATIGUA,Aprovado
PA,QUATIPURU,Aprovado
RJ,QUATIS,Aprovado
PR,QUATRO BARRAS,Aprovado
RS,QUATRO IRMAOS,Não Cadastrado
PR,QUATRO PONTES,Aprovado
AL,QUEBRANGULO,Aprovado
PR,QUEDAS DO IGUACU,Aprovado
PI,QUEIMADA NOVA,Aprovado
BA,QUEIMADAS,Aprovado
PB,QUEIMADAS,Aprovado
RJ,QUEIMADOS,Aprovado
SP,QUEIROZ,Não Cadastrado
SP,QUELUZ,Em Análise
MG,QUELUZITO,Aprovado
MT,QUERENCIA,Aprovado
PR,QUERENCIA DO NORTE,Aprovado
RS,QUEVEDOS,Não Cadastrado
BA,QUIJINGUE,Aprovado
SC,QUILOMBO,Aprovado
PR,QUINTA DO SOL,Em Análise
SP,QUINTANA,Não Cadastrado
RS,QUINZE DE NOVEMBRO,Aprovado
PE,QUIPAPA,Aprovado
GO,QUIRINOPOLIS,Não Cadastrado
RJ,QUISSAMA,Aprovado
PR,QUITANDINHA,Aprovado
CE,QUITERIANOPOLIS,Aprovado
PE,QUIXABA,Aprovado
PB,QUIXABA,Aprovado
BA,QUIXABEIRA,Aprovado
CE,QUIXADA,Aprovado
CE,QUIXELO,Aprovado
CE,QUIXERAMOBIM,Aprovado
CE,QUIXERE,Aprovado
RN,RAFAEL FERNANDES,Aprovado
RN,RAFAEL GODEIRO,Aprovado
BA,RAFAEL JAMBEIRO,Aprovado
SP,RAFARD,Não Cadastrado
PR,RAMILANDIA,Aprovado
SP,RANCHARIA,Aprovado
PR,RANCHO ALEGRE,Aprovado
PR,RANCHO ALEGRE D'OESTE,Em Análise
SC,RANCHO QUEIMADO,Aprovado
MA,RAPOSA,Não Cadastrado
MG,RAPOSOS,Aprovado
MG,RAUL SOARES,Não Cadastrado
PR,REALEZA,Aprovado
PR,REBOUCAS,Aprovado
PE,RECIFE,Aprovado
MG,RECREIO,Aprovado
TO,RECURSOLANDIA,Aprovado
CE,REDENCAO,Aprovado
PA,REDENCAO,Aprovado
SP,REDENCAO DA SERRA,Não Cadastrado
PI,REDENCAO DO GURGUEIA,Aprovado
RS,REDENTORA,Aprovado
MG,REDUTO,Não Cadastrado
PI,REGENERACAO,Não Cadastrado
SP,REGENTE FEIJO,Aprovado
SP,REGINOPOLIS,Não Cadastrado
SP,REGISTRO,Aprovado
RS,RELVADO,Não Cadastrado
BA,REMANSO,Aprovado
PB,REMIGIO,Aprovado
PR,RENASCENCA,Aprovado
CE,RERIUTABA,Aprovado
RJ,RESENDE,Aprovado
MG,RESENDE COSTA,Aprovado
PR,RESERVA,Não Cadastrado
MT,RESERVA DO CABACAL,Não Cadastrado
PR,RESERVA DO IGUACU,Aprovado
MG,RESPLENDOR,Aprovado
MG,RESSAQUINHA,Aprovado
SP,RESTINGA,Aprovado
RS,RESTINGA SECA,Aprovado
BA,RETIROLANDIA,Não Cadastrado
MA,RIACHAO,Não Cadastrado
PB,RIACHAO,Aprovado
BA,RIACHAO DAS NEVES,Aprovado
PB,RIACHAO DO BACAMARTE,Aprovado
SE,RIACHAO DO DANTAS,Aprovado
BA,RIACHAO DO JACUIPE,Aprovado
PB,RIACHAO DO POCO,Aprovado
MG,RIACHINHO,Aprovado
TO,RIACHINHO,Aprovado
RN,RIACHO DA CRUZ,Aprovado
PE,RIACHO DAS ALMAS,Aprovado
BA,RIACHO DE SANTANA,Não Cadastrado
RN,RIACHO DE SANTANA,Aprovado
PB,RIACHO DE SANTO ANTONIO,Aprovado
PB,RIACHO DOS CAVALOS,Aprovado
MG,RIACHO DOS MACHADOS,Não Cadastrado
PI,RIACHO FRIO,Não Cadastrado
SE,RIACHUELO,Aprovado
RN,RIACHUELO,Aprovado
GO,RIALMA,Aprovado
GO,RIANAPOLIS,Não Cadastrado
MA,RIBAMAR FIQUENE,Aprovado
MS,RIBAS DO RIO PARDO,Em Análise
SP,RIBEIRA,Não Cadastrado
BA,RIBEIRA DO AMPARO,Não Cadastrado
PI,RIBEIRA DO PIAUI,Não Cadastrado
BA,RIBEIRA DO POMBAL,Aprovado
PE,RIBEIRAO,Aprovado
SP,RIBEIRAO BONITO,Em Cadastro
SP,RIBEIRAO BRANCO,Aprovado
MT,RIBEIRAO CASCALHEIRA,Em Cadastro
PR,RIBEIRAO CLARO,Aprovado
SP,RIBEIRAO CORRENTE,Não Cadastrado
MG,RIBEIRAO DAS NEVES,Aprovado
BA,RIBEIRAO DO LARGO,Aprovado
PR,RIBEIRAO DO PINHAL,Aprovado
SP,RIBEIRAO DO SUL,Não Cadastrado
SP,RIBEIRAO DOS INDIOS,Não Cadastrado
SP,RIBEIRAO GRANDE,Em Cadastro
SP,RIBEIRAO PIRES,Aprovado
SP,RIBEIRAO PRETO,Aprovado
MG,RIBEIRAO VERMELHO,Aprovado
MT,RIBEIRAOZINHO,Não Cadastrado
PI,RIBEIRO GONCALVES,Aprovado
SE,RIBEIROPOLIS,Aprovado
SP,RIFAINA,Aprovado
SP,RINCAO,Aprovado
SP,RINOPOLIS,Aprovado
MG,RIO ACIMA,Aprovado
PR,RIO AZUL,Aprovado
ES,RIO BANANAL,Aprovado
PR,RIO BOM,Não Cadastrado
RJ,RIO BONITO,Aprovado
PR,RIO BONITO DO IGUACU,Não Cadastrado
AC,RIO BRANCO,Aprovado
MT,RIO BRANCO,Não Cadastrado
PR,RIO BRANCO DO IVAI,Não Cadastrado
PR,RIO BRANCO DO SUL,Aprovado
MS,RIO BRILHANTE,Não Cadastrado
MG,RIO CASCA,Aprovado
SP,RIO CLARO,Aprovado
RJ,RIO CLARO,Aprovado
RO,RIO CRESPO,Não Cadastrado
TO,RIO DA CONCEICAO,Aprovado
SC,RIO DAS ANTAS,Aprovado
RJ,RIO DAS FLORES,Aprovado
RJ,RIO DAS OSTRAS,Aprovado
SP,RIO DAS PEDRAS,Aprovado
BA,RIO DE CONTAS,Aprovado
RJ,RIO DE JANEIRO,Aprovado
BA,RIO DO ANTONIO,Aprovado
SC,RIO DO CAMPO,Aprovado
RN,RIO DO FOGO,Aprovado
SC,RIO DO OESTE,Não Cadastrado
BA,RIO DO PIRES,Aprovado
MG,RIO DO PRADO,Aprovado
SC,RIO DO SUL,Aprovado
MG,RIO DOCE,Aprovado
TO,RIO DOS BOIS,Não Cadastrado
SC,RIO DOS CEDROS,Aprovado
RS,RIO DOS INDIOS,Aprovado
MG,RIO ESPERA,Aprovado
PE,RIO FORMOSO,Aprovado
SC,RIO FORTUNA,Aprovado
RS,RIO GRANDE,Aprovado
SP,RIO GRANDE DA SERRA,Aprovado
PI,RIO GRANDE DO PIAUI,Aprovado
AL,RIO LARGO,Aprovado
MG,RIO MANSO,Aprovado
PA,RIO MARIA,Aprovado
SC,RIO NEGRINHO,Aprovado
MS,RIO NEGRO,Aprovado
PR,RIO NEGRO,Aprovado
MG,RIO NOVO,Aprovado
ES,RIO NOVO DO SUL,Aprovado
MG,RIO PARANAIBA,Aprovado
RS,RIO PARDO,Aprovado
MG,RIO PARDO DE MINAS,Aprovado
MG,RIO PIRACICABA,Aprovado
MG,RIO POMBA,Aprovado
MG,RIO PRETO,Aprovado
AM,RIO PRETO DA EVA,Em Análise
GO,RIO QUENTE,Não Cadastrado
BA,RIO REAL,Aprovado
SC,RIO RUFINO,Aprovado
TO,RIO SONO,Aprovado
PB,RIO TINTO,Aprovado
GO,RIO VERDE,Aprovado
MS,RIO VERDE DE MATO GROSSO,Aprovado
MG,RIO VERMELHO,Não Cadastrado
SP,RIOLANDIA,Não Cadastrado
RS,RIOZINHO,Aprovado
SC,RIQUEZA,Aprovado
MG,RITAPOLIS,Aprovado
SP,RIVERSUL,Não Cadastrado
RS,ROCA SALES,Aprovado
MS,ROCHEDO,Aprovado
MG,ROCHEDO DE MINAS,Aprovado
SC,RODEIO,Aprovado
RS,RODEIO BONITO,Não Cadastrado
MG,RODEIRO,Não Cadastrado
BA,RODELAS,Aprovado
RN,RODOLFO FERNANDES,Aprovado
AC,RODRIGUES ALVES,Aprovado
RS,ROLADOR,Não Cadastrado
PR,ROLANDIA,Aprovado
RS,ROLANTE,Aprovado
RO,ROLIM DE MOURA,Aprovado
MG,ROMARIA,Aprovado
SC,ROMELANDIA,Aprovado
PR,RONCADOR,Aprovado
RS,RONDA ALTA,Aprovado
RS,RONDINHA,Não Cadastrado
MT,RONDOLANDIA,Aprovado
PR,RONDON,Em Cadastro
PA,RONDON DO PARA,Aprovado
MT,RONDONOPOLIS,Aprovado
RS,ROQUE GONZALES,Aprovado
RR,RORAINOPOLIS,Aprovado
SP,ROSANA,Aprovado
MA,ROSARIO,Aprovado
MG,ROSARIO DA LIMEIRA,Não Cadastrado
SE,ROSARIO DO CATETE,Aprovado
PR,ROSARIO DO IVAI,Aprovado
RS,ROSARIO DO SUL,Aprovado
MT,ROSARIO OESTE,Aprovado
SP,ROSEIRA,Não Cadastrado
AL,ROTEIRO,Não Cadastrado
MG,RUBELITA,Aprovado
SP,RUBIACEA,Aprovado
GO,RUBIATABA,Aprovado
MG,RUBIM,Aprovado
SP,RUBINEIA,Não Cadastrado
PA,RUROPOLIS,Aprovado
CE,RUSSAS,Aprovado
BA,RUY BARBOSA,Aprovado
RN,RUY BARBOSA,Aprovado
MG,SABARA,Aprovado
PR,SABAUDIA,Não Cadastrado
SP,SABINO,Em Complementação
MG,SABINOPOLIS,Aprovado
CE,SABOEIRO,Aprovado
MG,SACRAMENTO,Aprovado
RS,SAGRADA FAMILIA,Aprovado
SP,SAGRES,Em Cadastro
PE,SAIRE,Aprovado
RS,SALDANHA MARINHO,Aprovado
SP,SALES,Em Cadastro
SP,SALES OLIVEIRA,Aprovado
SP,SALESOPOLIS,Aprovado
SC,SALETE,Aprovado
PE,SALGADINHO,Aprovado
PB,SALGADINHO,Aprovado
SE,SALGADO,Aprovado
PB,SALGADO DE SAO FELIX,Aprovado
PR,SALGADO FILHO,Aprovado
PE,SALGUEIRO,Aprovado
MG,SALINAS,Aprovado
BA,SALINAS DA MARGARIDA,Aprovado
PA,SALINOPOLIS,Aprovado
CE,SALITRE,Aprovado
SP,SALMOURAO,Aprovado
PE,SALOA,Aprovado
SP,SALTINHO,Não Cadastrado
SC,SALTINHO,Aprovado
SP,SALTO,Aprovado
MG,SALTO DA DIVISA,Aprovado
SP,SALTO DE PIRAPORA,Aprovado
MT,SALTO DO CEU,Não Cadastrado
PR,SALTO DO ITARARE,Não Cadastrado
RS,SALTO DO JACUI,Aprovado
PR,SALTO DO LONTRA,Aprovado
SP,SALTO GRANDE,Não Cadastrado
SC,SALTO VELOSO,Aprovado
BA,SALVADOR,Aprovado
RS,SALVADOR DAS MISSOES,Não Cadastrado
RS,SALVADOR DO SUL,Aprovado
PA,SALVATERRA,Aprovado
