registros,I_Cmp,I_Und
1,CIMENTO REFRATÁRIO,UNIDADE COM 50KG
1,CIMENTO PORTLAND,SACO 50 KG - UN
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,PE
1,BUJÃO ÓLEO ABASTECIMENTO,BJ
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,29667
1,CIMENTO RESINOSO,PT
1,CIMENTO REFRATÁRIO,FRASCO COM 50 ML
1,CONEXAO T DO TUBO DE ABASTECIMENTO DE MOTOR A GASOLINA,A PEÇA
1,REGULADOR CRESCIMENTO PLANTA,FRASCO DE 25 GRAMAS
1,CIMENTO PORTLAND,PCTS
1,REGULADOR CRESCIMENTO PLANTA,ENVELOPE COM 250G
1,CIMENTO ORTOPÉDICO,KIT (CAIXA)
1,CIMENTO REFRATÁRIO,EST
1,EQUIPO AQUECIMENTO E INFUSÃO SANGUÍNEA,UNI
1,CIMENTO REFRATÁRIO,1500
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,TAXA/FÓRMULA
1,MANUTENCAO DE SISTEMAS DE AQUECIMENTO,"1120,00"
1,SISTEMA ENERGIA SOLAR - AQUECIMENTO DE AGUA,7980
1,CONDUTOR LATERAL ARREFECIMENTO AR-VEICULO AUTOMOTIVO,LATA
1,CIMENTO BRANCO,PCT 01 KG
1,CIMENTO PORTLAND,"LATA 0,90 L"
1,CIMENTO PORTLAND,5
1,CIMENTO BRANCO,KS
1,REGULADOR CRESCIMENTO PLANTA,FRASCO 50 ML
1,CIMENTO ORTOPÉDICO,CAIXA C/2
1,CIMENTO PORTLAND,50 KG
1,CIMENTO IONÔMERO VIDRO,"FRASCO 100,00 ML"
1,CIMENTO BRANCO,NAO INFORMADO
1,FORNO DE ENDURECIMENTO DE MATERIAL METALICO,U
1,CIMENTO PORTLAND,SACO 50 KG
1,FILTRO COMBUSTÍVEL - POSTO ABASTECIMENTO,PC
1,TANQUE DE CIMENTO PARA LAVAR ROUPA,UNID.
1,CIMENTO RESINOSO,"CAIXA 24,00 ENV"
1,CIMENTO BRANCO,UNID.
1,CIMENTO PORTLAND,SACO ( 50 KG )
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,VLR GLOBAL - TX ADM
1,CAPTADOR DE AR DO SISTEMA DE PRE - AQUECIMENTO DO MOTOR,PÇ
1,CIMENTO BRANCO,SA
1,FILTRO COMBUSTÍVEL - POSTO ABASTECIMENTO,"LATA 1,00 L"
1,CIMENTO BRANCO,KGS.
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,U
1,CIMENTO ORTOPÉDICO,FRASCO COM 50G
1,CIMENTO PORTLAND,SCS DE 50 KG
1,ABASTECIMENTO TERMINAL AUTO-ATENDIMENTO,SERVIÇOS
1,CIMENTO IONÔMERO VIDRO,"SERINGA COM 2,5G"
1,CONEXAO DE CIMENTO AMIANTO,UNI
1,CIMENTO DE IONÔMERO DE VIDRO,TB 25 G
1,CIMENTO REFRATÁRIO,FRASCO COM 50 G
1,CIMENTO REFRATÁRIO,SACO COM 40 KG
1,CIMENTO REFRATÁRIO,UNIDADE.
1,CIMENTO PORTLAND,"42,5 KG"
1,CIMENTO ORTOPÉDICO,UND.
1,CONDUTO DE CIMENTO - AMIANTO,MILHEIRO
1,CIMENTO BRANCO,SACO C/1KG
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,LITROS/DIESEL
1,COMPONENTE BOMBA ABASTECIMENTO,JOGOS
1,CIMENTO ORTOPÉDICO,CXA
1,CIMENTO PORTLAND,SACO DE 50 KILOS
1,CIMENTO REFRATÁRIO,FRASCO COM 24G
1,UTENSILIO CONJUGADO COM UNIDADE DE AQUECIMENTO DE ALIMENTO,CONJUNTO
1,CIMENTO IONÔMERO VIDRO,"TUBETE 1,80 ML"
1,CIMENTO BRANCO,SACO DE 01 KG
1,TUBO DE CIMENTO - AMIANTO,M2
1,CIMENTO RESINOSO,"PACOTE 500,00 G"
1,USINA DE SOLO CIMENTO,SACO 50KQ
1,FILTRO COMBUSTÍVEL - POSTO ABASTECIMENTO,"396,88"
1,CIMENTO REFRATÁRIO,"FRASCO 20,00 GR"
1,CIMENTO IONÔMERO VIDRO,"CAIXA 10,00 UN"
1,CIMENTO PORTLAND,KILO GRAMA
1,INJECOES DE CIMENTO (OBRAS CIVIS),M L
1,REGULADOR CRESCIMENTO PLANTA,FRASCOS DE 5GRAMAS
1,TUBO DE ABASTECIMENTO DE OLEO DE MOTOR DIESEL,UBID
1,CIMENTO PORTLAND,SERVIÇO
1,CIMENTO REFRATÁRIO,SACO COM 50 KG.
1,CONEXAO HIDRAULICA - CIMENTO,GL
1,CIMENTO REFRATÁRIO,SCACO 20 KG
1,CIMENTO PORTLAND,"*TAMBOR 180,00 KG"
1,"MESA COM AQUECIMENTO FIXO - COZINHAR, ASSAR  E SERVIR ALIMENTO",U
1,CIMENTO PORTLAND,SACO 50KG.
1,CIMENTO PORTLAND,LT
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,UNIDADE DE SERVIÇO
1,CIMENTO PORTLAND,SACO/KG
1,FILTRO COMBUSTÍVEL - POSTO ABASTECIMENTO,CX 10 KG
1,EQUIPAMENTO CONJUGADO COM UNIDADE DE  AQUECIMENTO DE ALIMENTO,UNIDADES
1,CACAROLA DE AQUECIMENTO DE COLA,"79,80"
1,CONEXAO T DO TUBO DE ABASTECIMENTO DE MOTOR A GASOLINA,PC
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,MATERIAL
1,CIMENTO REFRATÁRIO,LITROS
1,INJECOES DE CIMENTO (OBRAS CIVIS),LOTE
1,CIMENTO REFRATÁRIO,PACOTE C 1 KG
1,CIMENTO RESINOSO,G
1,BUJÃO ÓLEO ABASTECIMENTO,U
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,VALOR ESTIMADO
1,REGULADOR CRESCIMENTO PLANTA,PACOTE COM 500 G
1,REGULADOR CRESCIMENTO PLANTA,EMBALAGEM C/ 5LITRO
1,CIMENTO REFRATÁRIO,CAIXA 20KG
1,CIMENTO REFRATÁRIO,EMBALAGEM 300 UNIDAD
1,CIMENTO REFRATÁRIO,PEÇAS
1,FILTRO COMBUSTÍVEL - POSTO ABASTECIMENTO,CAIXA COM 10 KG
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,DIAS
1,REGULADOR CRESCIMENTO PLANTA,FRASCO 50 MG
1,REGULADOR CRESCIMENTO PLANTA,"EMBALAGEM 1,00L"
1,REGULADOR CRESCIMENTO PLANTA,FRASCO 10 G
1,REGULADOR CRESCIMENTO PLANTA,FRASCO 220G
1,CONEXAO DE CIMENTO AMIANTO,UM
1,CIMENTO REFRATÁRIO,SACOS_DE 50KG
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,FATURA
1,REGULADOR CRESCIMENTO PLANTA,FRASCO 50ML
1,FORNO DE ENDURECIMENTO DE MATERIAL METALICO,KIT
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,VLR GLOBAL TX DE ADM
1,CIMENTO REFRATÁRIO,SACA COM 50 KG
1,CIMENTO REFRATÁRIO,PACOTE COM 01KG
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,UNIDADES
1,CIMENTO REFRATÁRIO,SACOS COM 50KG
1,TUBO DE ABASTECIMENTO DE OLEO DE MOTOR DIESEL,M
1,SUPLEMENTO CRESCIMENTO ( THAYER - MARTIN ),UNID.
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,LIQUIDO
1,TAMPA TUBO ABASTECIMENTO,2840
1,CIMENTO BRANCO,75
1,CIMENTO PORTLAND,SACO DE 20KG.
1,CIMENTO PORTLAND,SC/25 KG
1,PAINEL DE CIMENTO - AMIANTO,M2
1,CIMENTO REFRATÁRIO,20 KG
1,CIMENTO REFRATÁRIO,PCT 50 KG
1,REGULADOR CRESCIMENTO PLANTA,UMA
1,TUBO DE CIMENTO AMIANTO,PCT
1,CIMENTO PORTLAND,SERVICO
1,CONDUTOR SUPERIOR ARREFECIMENTO AR - VEICULO  AUTOMOTIVO,UNID.
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,BL
1,CIMENTO PORTLAND,KG.
1,CIMENTO REFRATÁRIO,"SACO COM 50,00 KG"
1,CIMENTO REFRATÁRIO,SC 30 KG
1,REGULADOR CRESCIMENTO PLANTA,EMB
1,TUBO DE ABASTECIMENTO DE OLEO DE MOTOR DIESEL,CM
1,EQUIPO AQUECIMENTO E INFUSÃO SANGUÍNEA,FR
1,CIMENTO REFRATÁRIO,"SACO 50,0 KG"
1,CIMENTO REFRATÁRIO,SACO(50KG)
1,CONDUTOR SUPERIOR ARREFECIMENTO AR - VEICULO  AUTOMOTIVO,LITRO
1,CIMENTO PORTLAND,1170
1,CIMENTO REFRATÁRIO,1200
1,SUPLEMENTO CRESCIMENTO ( THAYER - MARTIN ),"0,6 TONELADA"
1,REGULADOR CRESCIMENTO PLANTA,GALÃO DE 20 LITROS
1,CIMENTO REFRATÁRIO,"SACA C/42,5KG"
1,CIMENTO DE IONÔMERO DE VIDRO,CREME DENTAL 50G
1,CIMENTO PORTLAND,SACO C/ 50 KGS.
1,CIMENTO PORTLAND,SC  1KG
1,CIMENTO PORTLAND,"FRASCO 175,00 G"
1,CIMENTO PORTLAND,XXXXXXXX
1,CONDUTOR LATERAL ARREFECIMENTO AR-VEICULO AUTOMOTIVO,ML
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,M
1,CIMENTO REFRATÁRIO,SACO 50K
1,TUBO DE CIMENTO - AMIANTO,PE
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,VLR GLOBAL- TAXA ADM
1,CIMENTO REFRATÁRIO,SACO COM 10 KG
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,KT
1,SISTEMA ENERGIA SOLAR - AQUECIMENTO DE AGUA,COMJUNTO
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,P
1,HASTE DE UNIAO DE SISTEMA DE PRE - AQUECIMENTO DE MOTOR A GASOLINA,UMA
1,CIMENTO PORTLAND,PCT.
1,CONEXAO HIDRAULICA - CIMENTO,UIDADE
1,CIMENTO BRANCO,SC C/1 KG
1,BOMBA ABASTECIMENTO DE LUBRIFICANTE VEÍCULO,CONJ
1,CIMENTO REFRATÁRIO,MONTES CLAROS
1,CONDUTOR LATERAL ARREFECIMENTO AR-VEICULO AUTOMOTIVO,LITROS
1,CIMENTO ORTOPÉDICO,JG
1,CIMENTO BRANCO,SACA DE 20KG
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,GALÃO
1,SISTEMA ENERGIA SOLAR - AQUECIMENTO DE AGUA,KIT
1,CIMENTO PORTLAND,SACO C/50 KILOS
1,CIMENTO RESINOSO,ESTOJO
1,CIMENTO REFRATÁRIO,SC/50KG
1,CAPTADOR DE AR DO SISTEMA DE PRE - AQUECIMENTO DE MOTOR,UND
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,VLR GLOBAL TX ADM
1,CIMENTO PORTLAND,SACO C 50 KG
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,NÃO SE APLICA
1,CIMENTO REFRATÁRIO,SACO 1KG
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,PERCENT. DE DESCONTO
1,TUBO DE CIMENTO - AMIANTO,RL
1,CIMENTO ORTOPÉDICO,FRASCO 20ML
1,CIMENTO REFRATÁRIO,RL
1,CIMENTO BRANCO,SAC
1,CIMENTO PORTLAND,1SACO 50 KG
1,TANQUE DE CIMENTO PARA LAVAR ROUPA,UMA
1,BOMBA DE ABASTECIMENTO DE COMBUSTIVEL - AERONAVE,UNID.
1,CIMENTO RESINOSO,JOGO
1,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,CONJUNTO
1,CIMENTO IONÔMERO VIDRO,FRASCO C/ 9G
1,CIMENTO REFRATÁRIO,UND/M3
1,TROCADORA LÍQUIDO SISTEMA ARREFECIMENTO,LITRO
1,CIMENTO BRANCO,SC 1 KG
1,CIMENTO BRANCO,METRO
1,SUPLEMENTO CRESCIMENTO ( THAYER - MARTIN ),CAIXA COM 05 UNIDADE
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,"2500,20"
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SERVIÇO/ANUAL
1,REGULADOR CRESCIMENTO PLANTA,SACOS 50 KG
1,CIMENTO DE IONÔMERO DE VIDRO,CX.
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,CINCO
1,CIMENTO PORTLAND,GL
1,REGULADOR CRESCIMENTO PLANTA,FRASCO 1KG
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SERVIÇO (MENSAL)
1,INJECOES DE CIMENTO (OBRAS CIVIS),UNID
1,REGULADOR CRESCIMENTO PLANTA,FRASCOS DE 1G
1,CIMENTO DE IONÔMERO DE VIDRO,PACOTE
1,CIMENTO PORTLAND,"7,05"
1,CIMENTO PORTLAND,SACO C/ 25 KG
1,BOMBA ABASTECIMENTO DE LUBRIFICANTE VEÍCULO,UINIDADE
1,CIMENTO PORTLAND,"*FRASCO 90,00 G"
1,CIMENTO BRANCO,"CAIXA 1,00 M2"
1,CIMENTO REFRATÁRIO,EMBALAGEM COM 50KG
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,EMPREITADA GLOBAL
1,CIMENTO PORTLAND,M³
1,SUPLEMENTO CRESCIMENTO ( THAYER - MARTIN ),8
1,CIMENTO PORTLAND,CADA
1,CIMENTO REFRATÁRIO,"SACO 42,5"
1,CIMENTO RESINOSO,TUBO
1,CIMENTO ORTOPÉDICO,EMP
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,L
1,CIMENTO PORTLAND,KGS
1,CIMENTO REFRATÁRIO,QUILOS
1,SISTEMA ENERGIA SOLAR - AQUECIMENTO DE AGUA,MATERIAL
1,INJECOES DE CIMENTO (OBRAS CIVIS),SV
1,TUBO DE CIMENTO - AMIANTO,BR
1,CIMENTO IONÔMERO VIDRO,FRASCO COM 15 ML.
1,CIMENTO REFRATÁRIO,SC COM 50KG
1,CIMENTO REFRATÁRIO,SACA DE 50 KG
1,SUPLEMENTO CRESCIMENTO ( THAYER - MARTIN ),GRAMAS
1,CIMENTO REFRATÁRIO,SACA COM 50KG CADA
1,REGULADOR CRESCIMENTO PLANTA,KILO
1,CIMENTO DE IONÔMERO DE VIDRO,ESCALA
1,TUBO DE ABASTECIMENTO DE OLEO DE MOTOR DIESEL,TB
1,TANQUE DE CIMENTO PARA LAVAR ROUPA,BARRA
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,CX
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SFPA/PI
1,BUJÃO ÓLEO ABASTECIMENTO,PEÇA
1,CIMENTO PORTLAND,"BALDE 20,00 L"
1,CONDUTO DE CIMENTO - AMIANTO,SCS
1,TROCADORA LÍQUIDO SISTEMA ARREFECIMENTO,UN
1,CIMENTO REFRATÁRIO,SACO 20 KG.
1,CAPTADOR DE AR DO SISTEMA DE PRE - AQUECIMENTO DO MOTOR,PC
1,CIMENTO PORTLAND,UN CIMENTO
1,CIMENTO REFRATÁRIO,SACO 20K
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,UNDIDADES
1,CIMENTO IONÔMERO VIDRO,"FRASCO C/ 6,5ML"
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,1
1,CIMENTO REFRATÁRIO,VD
1,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,SRV
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,MENSAL (MÊS)
1,CIMENTO BRANCO,PEÇAS
1,BOMBA ABASTECIMENTO DE LUBRIFICANTE VEÍCULO,1
1,CIMENTO REFRATÁRIO,CAIXA 03 UNIDADES
1,COMPONENTE BOMBA ABASTECIMENTO,X
1,CIMENTO REFRATÁRIO,SC/50 KG
1,CIMENTO PORTLAND,"SACO 150,00 ML"
1,CIMENTO REFRATÁRIO,KIT.
1,CIMENTO DE IONÔMERO DE VIDRO,BNG
1,CIMENTO ORTOPÉDICO,UMIDADE
1,CIMENTO PORTLAND,SC 25 KG
1,CIMENTO BRANCO,PCT/ 5KG
1,CIMENTO REFRATÁRIO,SACO_25_KG
1,ABASTECIMENTO TERMINAL AUTO-ATENDIMENTO,DIÁRIA
1,CIMENTO REFRATÁRIO,"SERINGA COM 2,5G"
1,CIMENTO REFRATÁRIO,SACO C/ 20 KG
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,LITROS/ÁLCOOL
1,TUBO DE CIMENTO - AMIANTO,SACOS
1,REGULADOR CRESCIMENTO PLANTA,GALÃO DE 05 LITROS
1,MANUTENCAO DE SISTEMAS DE AQUECIMENTO,MANUTENÇÃO
1,CIMENTO REFRATÁRIO,SACOS DE 50 QUILOS
1,MANUTENCAO DE SISTEMAS DE AQUECIMENTO,SERV'
1,CIMENTO REFRATÁRIO,SACO 50 QUILOGRAMA
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SVS
1,CIMENTO PORTLAND,SACOS DE 50KG
1,CIMENTO PORTLAND,SACO DE 50 KL.
1,CIMENTO DE IONÔMERO DE VIDRO,BISNAGA 10 ML
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,KG
1,UNIDADE MOVEL LUBRIFICACAO E ABASTECIMENTO,KIT
1,CIMENTO REFRATÁRIO,BARRA DE 6 METROS
1,CIMENTO REFRATÁRIO,SACOS C/50KG
1,CONEXAO HIDRAULICA - CIMENTO,SACA
1,CIMENTO RESINOSO,"CAIXA 100,00 UN"
1,CIMENTO BRANCO,SACO DE 2 KG
1,CIMENTO BRANCO,SACOS CIMENTO 50 KGS
1,CIMENTO DE IONÔMERO DE VIDRO,CAIXAS
1,CIMENTO REFRATÁRIO,SACO 50 QUILOGRAMAS
1,CIMENTO REFRATÁRIO,"PLASTICO 5,5 ML"
1,UTENSILIO CONJUGADO COM UNIDADE DE AQUECIMENTO DE ALIMENTO,UNID.
1,CIMENTO REFRATÁRIO,SACO COM 5 KG
1,CIMENTO PORTLAND,_SC
1,CIMENTO REFRATÁRIO,SC - 20 KG
1,CIMENTO PORTLAND,SACO C/25KG
1,CIMENTO DE IONÔMERO DE VIDRO,LTA
1,CIMENTO REFRATÁRIO,BISNAGA
1,CIMENTO PORTLAND,UNNIDADE
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,ABASTECIMENTOS
1,REGULADOR CRESCIMENTO PLANTA,FRASCO 25MG
1,CIMENTO DE IONÔMERO DE VIDRO,EST.
1,CIMENTO IONÔMERO VIDRO,CAIXA 10 G
1,CIMENTO DE IONÔMERO DE VIDRO,FRASCO 8 ML
1,INJECOES DE CIMENTO (OBRAS CIVIS),UM
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,LITRS
1,REGULADOR CRESCIMENTO PLANTA,FRASCO 1 KG
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,TAXA DE ADM ANUAL
1,CIMENTO PORTLAND,SC COM 50 QUILO
1,BOMBA ABASTECIMENTO DE LUBRIFICANTE VEÍCULO,UND.
1,CIMENTO BRANCO,BOLSA-
1,REGULADOR CRESCIMENTO PLANTA,EMBALAGEM 5 LITROS
1,INSTALACAO E MONTAGEM DE SISTEMAS DE AQUECIMENTO,H
1,CIMENTO BRANCO,POTE
1,REGULADOR CRESCIMENTO PLANTA,EMBALAGEM 250 ML
1,CIMENTO PORTLAND,SACO DE 50 KILO
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,LOTE ÚNICO
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,PARCELA
1,TUBO DE CIMENTO - AMIANTO,VARA
1,SISTEMA ENERGIA SOLAR - AQUECIMENTO DE AGUA,SISTEMA
1,CIMENTO BRANCO,280
1,CIMENTO ORTOPÉDICO,UNDIDADE
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SERVIÇO (TX DE ADM)
1,CIMENTO REFRATÁRIO,TON
1,CONDUTO DE CIMENTO - AMIANTO,SACA
1,CIMENTO PORTLAND,SACO 1 KG
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,FRASCO
1,SISTEMA ENERGIA SOLAR - AQUECIMENTO DE AGUA,CONJ.
1,CIMENTO PORTLAND,SACPS
1,CIMENTO PORTLAND,SC  50 KG
1,CIMENTO PORTLAND,..........
1,CIMENTO REFRATÁRIO,RECIPIENTE 20G
1,REGULADOR CRESCIMENTO PLANTA,FRASCO 500
1,CIMENTO REFRATÁRIO,PACOTE COM 1 KG
1,CIMENTO IONÔMERO VIDRO,SACO 50KG
1,COMPONENTE BOMBA ABASTECIMENTO,UNIDDAE
1,CIMENTO PORTLAND,SACO 50/KG
1,BUJÃO ÓLEO ABASTECIMENTO,UD
1,CIMENTO REFRATÁRIO,PACOTE COM 50 KG
1,CIMENTO PORTLAND,1189
1,CIMENTO BRANCO,SC 5 KG
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,UNDIADE
1,REGULADOR CRESCIMENTO PLANTA,PACOTE 1KG
1,COMPONENTE BOMBA ABASTECIMENTO,PÇ.
1,BOMBA DE ABASTECIMENTO DE COMBUSTIVEL PARA AERONAVE,UM
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,MESES
1,CIMENTO ORTOPÉDICO,KIT C/ 02 BISNAGAS
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,GL
1,CIMENTO RESINOSO,LTS
1,REGULADOR CRESCIMENTO PLANTA,CX. COM 10 ENVELOPES
1,CIMENTO REFRATÁRIO,SACO_5KG
1,CIMENTO ORTOPÉDICO,CAIXA.
1,COMPONENTE BOMBA ABASTECIMENTO,CAIXA COM 4 UND
1,CIMENTO DE IONÔMERO DE VIDRO,SR
1,CIMENTO BRANCO,SACO C/25KG
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,"TAXA SOBRE R$ 100,00"
1,COMPONENTE DO SISTEMA DE ABASTECIMENTO EM VOO,KIT
1,CIMENTO DE IONÔMERO DE VIDRO,ET
1,CIMENTO REFRATÁRIO,65
1,CONDUTOR LATERAL ARREFECIMENTO AR-VEICULO AUTOMOTIVO,PÇ
1,CONEXAO DE CIMENTO AMIANTO,50 KILO
1,CIMENTO PORTLAND,1500
1,REGULADOR CRESCIMENTO PLANTA,"FRASCO 00000500,00 G"
1,CIMENTO REFRATÁRIO,SACO - 50KG
1,CIMENTO REFRATÁRIO,PCT 50KG
1,CIMENTO PORTLAND,SACO DE KG
1,BUJÃO ÓLEO ABASTECIMENTO,LTS
1,CIMENTO PORTLAND,UN SACO
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,"TAXA DE ADM,"
1,ESTUDOS E PROJETOS DE SISTEMAS DE AQUECIMENTO,SERVICO
1,CIMENTO RESINOSO,POTE
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,SICRONIZADOR
1,BOMBA ABASTECIMENTO DE LUBRIFICANTE VEÍCULO,U NIDADE
1,CIMENTO ORTOPÉDICO,VIDRO C/ 50 GR
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,VALOR TOTAL DA CONTR
1,CIMENTO REFRATÁRIO,SACOS 50KG
1,CIMENTO PORTLAND,KILOGRAMAS.
1,CIMENTO REFRATÁRIO,POTE COM 20G
1,FILTRO COMBUSTÍVEL - POSTO ABASTECIMENTO,CX
1,CUBA DE CIMENTO PARA PIA,UND.
1,FORNO DE ENDURECIMENTO DE MATERIAL METALICO,PC
1,CIMENTO PORTLAND,SDACO
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,VLR GLB - TX ADMIN
1,CIMENTO PORTLAND,AQUISIÇÃO E SERVIÇO
1,CIMENTO REFRATÁRIO,POTE COM 50 G
1,CIMENTO PORTLAND,"11,30"
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,PORCENTAGEM
1,CIMENTO RESINOSO,UND
1,REGULADOR CRESCIMENTO PLANTA,FRASCO 25 G
1,"MESA COM AQUECIMENTO PORTATIL - COZINHAR, ASSAR E SERVIR ALIMENTO",UM
1,CIMENTO REFRATÁRIO,SACO C/ 20 KGS
1,CIMENTO REFRATÁRIO,SACO C/ 42.5 KG
1,CIMENTO PORTLAND,ROLO
1,UNIDADE MOVEL LUBRIFICACAO E ABASTECIMENTO,LITROS
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,VALOR TOTAL
1,CIMENTO PORTLAND,SACOS DE 25 KG
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,UD
1,CIMENTO ORTOPÉDICO,PCT 40 MG
1,CIMENTO IONÔMERO VIDRO,PAR
1,CIMENTO PORTLAND,SC C/ 25 KG
1,CIMENTO REFRATÁRIO,LÂMINA
1,CIMENTO REFRATÁRIO,SACO 50 KGS
1,CIMENTO REFRATÁRIO,"SACO 50,00KG"
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,TAXA ADMINISTRAÇÃO D
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,LITROSQ
1,CIMENTO PORTLAND,"GALÃO 5,00 L"
1,CIMENTO REFRATÁRIO,SACOS DE 20 KG
1,CONDUTOR LATERAL ARREFECIMENTO AR-VEICULO AUTOMOTIVO,UNID.
1,EQUIPAMENTO PARA ENDURECIMENTO DE METAL,ROLO
1,CONEXAO DE CIMENTO AMIANTO,PAR
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,XX
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,LITRS
1,CIMENTO ORTOPÉDICO,TB
1,CIMENTO PORTLAND,SC CIMENTO
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,UA
1,TUBO DE CIMENTO - AMIANTO,PÇ
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,DEMANDA
1,CIMENTO REFRATÁRIO,PACOTE 5KG
1,CIMENTO REFRATÁRIO,FRA
1,PAINEL DE CIMENTO - AMIANTO,UM
1,REGULADOR CRESCIMENTO PLANTA,CONJUNTO
1,BOMBA ABASTECIMENTO COMBUSTÍVEL - VEÍCULO AUTOMOTI,A PEÇA
1,ACESSORIO BOMBA ABASTECIMENTO - VEICULO AUTOMOTIVO,NACIONAL
1,CIMENTO PORTLAND,IND
1,UNIDADE MOVEL LUBRIFICACAO E ABASTECIMENTO,UNID
1,CIMENTO REFRATÁRIO,EMBALAGEM 50 KG
1,CIMENTO REFRATÁRIO,CX.C/ 18 KGS
1,FILTRO COMBUSTÍVEL - POSTO ABASTECIMENTO,"*FRASCO 1,00 L"
1,CIMENTO IONÔMERO VIDRO,FRASCO COM 10 G
1,ABASTECIMENTO TERMINAL AUTO-ATENDIMENTO,MS
1,CIMENTO IONÔMERO VIDRO,"FRASCO 1000,00 ML"
1,CIMENTO RESINOSO,VD
1,CIMENTO PORTLAND,1250
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,VEÍCULOS ATIVOS POR
1,TUBO DE CIMENTO - AMIANTO,M
1,CIMENTO DE IONÔMERO DE VIDRO,CAIXA COM 1 BISNAGA
1,USINA DE SOLO CIMENTO,KG
1,REGULADOR CRESCIMENTO PLANTA,FR C/5 GR.
1,CIMENTO DE IONÔMERO DE VIDRO,BISNAGA COM 90G
1,CIMENTO ORTOPÉDICO,ML
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SERVIÇO C/ TX DE ADM
1,CONTROLE DE ABASTECIMENTO DE VEICULOS,SERVICO TX INCLUSA
