;UF;Município;;Situação;NOME_SIMPLIFICADO;COD_IBGE;COD_SIAFI;NOME_ENTE;NOME_SIMPLIFICADO;SIGLA_UF;NOME_UF;POP_EST_2020;CAPITAL;REGIAO;IDHM;IDHM_RENDA;IDHM_EDUCACAO;IDHM_LONGEVIDADE
1;RO;ALTO ALEGRE DOS PARECIS;;Em Cadastro;ALTO ALEGRE DOS PARECIS;1100379;2;Alto Alegre dos Parecis;ALTO ALEGRE DOS PARECIS;RO;Rondônia;13255;0;N;0,592;0,777;0,443;0,603
1;MT;ALTO ARAGUAIA;;Aprovado;ALTO ARAGUAIA;5100300;9005;Alto Araguaia;ALTO ARAGUAIA;MT;Mato Grosso;19385;0;CO;0,704;0,802;0,612;0,712
1;SC;ALTO BELA VISTA;;Aprovado;ALTO BELA VISTA;4200754;886;Alto Bela Vista;ALTO BELA VISTA;SC;Santa Catarina;1926;0;S;0,755;0,882;0,664;0,734
1;MT;ALTO BOA VISTA;;Aprovado;ALTO BOA VISTA;5100359;127;Alto Boa Vista;ALTO BOA VISTA;MT;Mato Grosso;6936;0;CO;0,651;0,803;0,561;0,613
1;MG;ALTO CAPARAO;;Não Cadastrado;ALTO CAPARAO;3102050;564;Alto Caparaó;ALTO CAPARAO;MG;Minas Gerais;5894;0;SE;0,661;0,842;0,514;0,666
1;RN;ALTO DO RODRIGUES;;Aprovado;ALTO DO RODRIGUES;2400703;1613;Alto do Rodrigues;ALTO DO RODRIGUES;RN;Rio Grande do Norte;14728;0;NE;0,672;0,8;0,585;0,647
1;RS;ALTO FELIZ;;Aprovado;ALTO FELIZ;4300570;6045;Alto Feliz;ALTO FELIZ;RS;Rio Grande do Sul;3036;0;S;0,734;0,886;0,603;0,74
1;MT;ALTO GARCAS;;Aprovado;ALTO GARCAS;5100409;9007;Alto Garças;ALTO GARCAS;MT;Mato Grosso;12151;0;CO;0,701;0,835;0,583;0,707
1;GO;ALTO HORIZONTE;;Em Complementação;ALTO HORIZONTE;5200555;85;Alto Horizonte;ALTO HORIZONTE;GO;Goiás;6605;0;CO;0,719;0,841;0,624;0,709
1;MG;ALTO JEQUITIBA;;Não Cadastrado;ALTO JEQUITIBA;3153509;5069;Alto Jequitibá;ALTO JEQUITIBA;MG;Minas Gerais;8301;0;SE;0,66;0,787;0,554;0,66
1;PI;ALTO LONGA;;Aprovado;ALTO LONGA;2200301;1005;Alto Longá;ALTO LONGA;PI;Piauí;14339;0;NE;0,585;0,751;0,47;0,567
1;MT;ALTO PARAGUAI;;Aprovado;ALTO PARAGUAI;5100508;9009;Alto Paraguai;ALTO PARAGUAI;MT;Mato Grosso;11473;0;CO;0,638;0,784;0,541;0,612
1;PR;ALTO PARAISO;;Não Cadastrado;ALTO PARAISO;1100403;675;Alto Paraíso;ALTO PARAISO;RO;Rondônia;21847;0;N;0,625;0,804;0,457;0,664
1;RO;ALTO PARAISO;;Em Cadastro;ALTO PARAISO;4128625;5523;Alto Paraíso;ALTO PARAISO;PR;Paraná;2685;0;S;0,678;0,829;0,556;0,677
1;GO;ALTO PARAISO DE GOIAS;;Aprovado;ALTO PARAISO DE GOIAS;5200605;9211;Alto Paraíso de Goiás;ALTO PARAISO DE GOIAS;GO;Goiás;7688;0;CO;0,713;0,819;0,611;0,723
1;PR;ALTO PARANA;;Aprovado;ALTO PARANA;4100608;7409;Alto Paraná;ALTO PARANA;PR;Paraná;14859;0;S;0,696;0,846;0,587;0,679
1;MA;ALTO PARNAIBA;;Não Cadastrado;ALTO PARNAIBA;2100501;709;Alto Parnaíba;ALTO PARNAIBA;MA;Maranhão;11212;0;NE;0,633;0,785;0,474;0,683
1;PR;ALTO PIQUIRI;;Aprovado;ALTO PIQUIRI;4100707;7411;Alto Piquiri;ALTO PIQUIRI;PR;Paraná;9778;0;S;0,676;0,798;0,578;0,669
1;MG;ALTO RIO DOCE;;Aprovado;ALTO RIO DOCE;3102100;4041;Alto Rio Doce;ALTO RIO DOCE;MG;Minas Gerais;10859;0;SE;0,62;0,828;0,483;0,595
1;ES;ALTO RIO NOVO;;Aprovado;ALTO RIO NOVO;3200359;5719;Alto Rio Novo;ALTO RIO NOVO;ES;Espírito Santo;7874;0;SE;0,664;0,815;0,567;0,634
1;CE;ALTO SANTO;;Aprovado;ALTO SANTO;2300705;1313;Alto Santo;ALTO SANTO;CE;Ceará;17196;0;NE;0,601;0,774;0,499;0,563
1;MT;ALTO TAQUARI;;Não Cadastrado;ALTO TAQUARI;5100607;9911;Alto Taquari;ALTO TAQUARI;MT;Mato Grosso;11133;0;CO;0,705;0,833;0,571;0,736
1;PR;ALTONIA;;Em Cadastro;ALTONIA;4100509;7951;Altônia;ALTONIA;PR;Paraná;22176;0;S;0,721;0,848;0,641;0,69
1;PI;ALTOS;;Aprovado;ALTOS;2200400;1007;Altos;ALTOS;PI;Piauí;40605;0;NE;0,614;0,767;0,512;0,59
1;SP;ALUMINIO;;Aprovado;ALUMINIO;3501152;3065;Alumínio;ALUMINIO;SP;São Paulo;18767;0;SE;0,766;0,841;0,732;0,729
1;AM;ALVARAES;;Não Cadastrado;ALVARAES;1300029;289;Alvarães;ALVARAES;AM;Amazonas;16220;0;N;0,527;0,778;0,377;0,499
1;MG;ALVARENGA;;Aprovado;ALVARENGA;3102209;4043;Alvarenga;ALVARENGA;MG;Minas Gerais;3844;0;SE;0,592;0,798;0,441;0,589
1;SP;ALVARES FLORENCE;;Não Cadastrado;ALVARES FLORENCE;3501202;6123;Álvares Florence;ALVARES FLORENCE;SP;São Paulo;3647;0;SE;0,728;0,806;0,683;0,701
1;SP;ALVARES MACHADO;;Aprovado;ALVARES MACHADO;3501301;6125;Álvares Machado;ALVARES MACHADO;SP;São Paulo;24998;0;SE;0,758;0,834;0,732;0,712
1;SP;ALVARO DE CARVALHO;;Aprovado;ALVARO DE CARVALHO;3501400;6127;Álvaro de Carvalho;ALVARO DE CARVALHO;SP;São Paulo;5274;0;SE;0,688;0,805;0,605;0,669
1;SP;ALVINLANDIA;;Aprovado;ALVINLANDIA;3501509;6129;Alvinlândia;ALVINLANDIA;SP;São Paulo;3237;0;SE;0,722;0,791;0,659;0,721
1;MG;ALVINOPOLIS;;Aprovado;ALVINOPOLIS;3102308;4045;Alvinópolis;ALVINOPOLIS;MG;Minas Gerais;15169;0;SE;0,676;0,822;0,577;0,651
1;RS;ALVORADA;;Aprovado;ALVORADA;1700707;9213;Alvorada;ALVORADA;TO;Tocantins;8396;0;N;0,708;0,843;0,623;0,677
1;TO;ALVORADA;;Não Cadastrado;ALVORADA;4300604;8511;Alvorada;ALVORADA;RS;Rio Grande do Sul;211352;0;S;0,699;0,874;0,564;0,694
0;RO;ALVORADA D'OESTE;;Não Cadastrado;ALVORADA DE MINAS;3102407;4047;Alvorada de Minas;ALVORADA DE MINAS;MG;Minas Gerais;3605;0;SE;0,572;0,794;0,414;0,57
0;MG;ALVORADA DE MINAS;;Não Cadastrado;ALVORADA DO GURGUEIA;2200459;268;Alvorada do Gurguéia;ALVORADA DO GURGUEIA;PI;Piauí;5445;0;NE;0,578;0,749;0,496;0,52
0;PI;ALVORADA DO GURGUEIA;;Não Cadastrado;ALVORADA DO NORTE;5200803;9215;Alvorada do Norte;ALVORADA DO NORTE;GO;Goiás;8705;0;CO;0,66;0,819;0,548;0,64
0;GO;ALVORADA DO NORTE;;Aprovado;ALVORADA DO SUL;4100806;7413;Alvorada do Sul;ALVORADA DO SUL;PR;Paraná;11503;0;S;0,708;0,826;0,617;0,695
0;PR;ALVORADA DO SUL;;Aprovado;ALVORADA DOESTE;1100346;35;Alvorada D'Oeste;ALVORADA DOESTE;RO;Rondônia;14106;0;N;0,643;0,763;0,534;0,654
1;RR;AMAJARI;;Não Cadastrado;AMAJARI;1400027;26;Amajari;AMAJARI;RR;Roraima;13185;0;N;0,484;0,815;0,319;0,437
1;MS;AMAMBAI;;Aprovado;AMAMBAI;5000609;9011;Amambai;AMAMBAI;MS;Mato Grosso do Sul;39826;0;CO;0,673;0,818;0,546;0,683
1;AP;AMAPA;;Aprovado;AMAPA;1600105;601;Amapá;AMAPA;AP;Amapá;9187;0;N;0,642;0,79;0,532;0,631
1;MA;AMAPA DO MARANHAO;;Aprovado;AMAPA DO MARANHAO;2100550;110;Amapá do Maranhão;AMAPA DO MARANHAO;MA;Maranhão;7005;0;NE;0,52;0,688;0,406;0,503
1;PR;AMAPORA;;Aprovado;AMAPORA;4100905;7415;Amaporã;AMAPORA;PR;Paraná;6332;0;S;0,669;0,785;0,591;0,644
1;PE;AMARAJI;;Aprovado;AMARAJI;2600906;2317;Amaraji;AMARAJI;PE;Pernambuco;22870;0;NE;0,58;0,748;0,454;0,575
1;RS;AMARAL FERRADOR;;Rejeitado;AMARAL FERRADOR;4300638;8493;Amaral Ferrador;AMARAL FERRADOR;RS;Rio Grande do Sul;7085;0;S;0,624;0,802;0,457;0,664
1;GO;AMARALINA;;Não Cadastrado;AMARALINA;5200829;1054;Amaralina;AMARALINA;GO;Goiás;3845;0;CO;0,609;0,813;0,489;0,569
1;PI;AMARANTE;;Aprovado;AMARANTE;2200509;1009;Amarante;AMARANTE;PI;Piauí;17604;0;NE;0,598;0,75;0,497;0,574
1;MA;AMARANTE DO MARANHAO;;Aprovado;AMARANTE DO MARANHAO;2100600;711;Amarante do Maranhão;AMARANTE DO MARANHAO;MA;Maranhão;41729;0;NE;0,555;0,716;0,441;0,541
1;BA;AMARGOSA;;Aprovado;AMARGOSA;2901007;3319;Amargosa;AMARGOSA;BA;Bahia;37441;0;NE;0,625;0,807;0,492;0,616
1;AM;AMATURA;;Aprovado;AMATURA;1300060;291;Amaturá;AMATURA;AM;Amazonas;11736;0;N;0,56;0,773;0,455;0,499
1;BA;AMELIA RODRIGUES;;Aprovado;AMELIA RODRIGUES;2901106;3321;Amélia Rodrigues;AMELIA RODRIGUES;BA;Bahia;25048;0;NE;0,666;0,81;0,6;0,609
1;BA;AMERICA DOURADA;;Aprovado;AMERICA DOURADA;2901155;3071;América Dourada;AMERICA DOURADA;BA;Bahia;16090;0;NE;0,561;0,751;0,464;0,506
1;SP;AMERICANA;;Aprovado;AMERICANA;3501608;6131;Americana;AMERICANA;SP;São Paulo;242018;0;SE;0,811;0,876;0,76;0,8
1;GO;AMERICANO DO BRASIL;;Aprovado;AMERICANO DO BRASIL;5200852;9661;Americano do Brasil;AMERICANO DO BRASIL;GO;Goiás;6164;0;CO;0,7;0,813;0,631;0,669
1;SP;AMERICO BRASILIENSE;;Aprovado;AMERICO BRASILIENSE;3501707;6133;Américo Brasiliense;AMERICO BRASILIENSE;SP;São Paulo;41032;0;SE;0,751;0,852;0,701;0,709
1;SP;AMERICO DE CAMPOS;;Em Complementação;AMERICO DE CAMPOS;3501806;6135;Américo de Campos;AMERICO DE CAMPOS;SP;São Paulo;5981;0;SE;0,745;0,817;0,708;0,715
1;RS;AMETISTA DO SUL;;Não Cadastrado;AMETISTA DO SUL;4300646;5969;Ametista do Sul;AMETISTA DO SUL;RS;Rio Grande do Sul;7403;0;S;0,682;0,809;0,562;0,697
1;CE;AMONTADA;;Aprovado;AMONTADA;2300754;1587;Amontada;AMONTADA;CE;Ceará;43829;0;NE;0,606;0,761;0,582;0,503
1;GO;AMORINOPOLIS;;Em Cadastro;AMORINOPOLIS;5200902;9217;Amorinópolis;AMORINOPOLIS;GO;Goiás;3069;0;CO;0,681;0,813;0,579;0,672
1;PB;AMPARO;;Aprovado;AMPARO;2500734;444;Amparo;AMPARO;PB;Paraíba;2251;0;NE;0,606;0,752;0,551;0,537
1;SP;AMPARO;;Aprovado;AMPARO;3501905;6137;Amparo;AMPARO;SP;São Paulo;72677;0;SE;0,785;0,871;0,711;0,78
1;SE;AMPARO DE SAO FRANCISCO;;Aprovado;AMPARO DE SAO FRANCISCO;2800100;3101;Amparo de São Francisco;AMPARO DE SAO FRANCISCO;SE;Sergipe;2380;0;NE;0,611;0,728;0,55;0,569
1;MG;AMPARO DO SERRA;;Não Cadastrado;AMPARO DO SERRA;3102506;4049;Amparo do Serra;AMPARO DO SERRA;MG;Minas Gerais;4678;0;SE;0,641;0,811;0,528;0,616
1;PR;AMPERE;;Aprovado;AMPERE;4101002;7417;Ampére;AMPERE;PR;Paraná;19311;0;S;0,709;0,824;0,62;0,699
1;AL;ANADIA;;Aprovado;ANADIA;2700201;2703;Anadia;ANADIA;AL;Alagoas;17526;0;NE;0,568;0,756;0,444;0,546
1;BA;ANAGE;;Aprovado;ANAGE;2901205;3323;Anagé;ANAGE;BA;Bahia;21607;0;NE;0,54;0,771;0,371;0,549
1;PR;ANAHY;;Não Cadastrado;ANAHY;4101051;5463;Anahy;ANAHY;PR;Paraná;2788;0;S;0,695;0,844;0,593;0,671
1;PA;ANAJAS;;Aprovado;ANAJAS;1500701;413;Anajás;ANAJAS;PA;Pará;29688;0;N;0,484;0,774;0,29;0,506
1;MA;ANAJATUBA;;Não Cadastrado;ANAJATUBA;2100709;713;Anajatuba;ANAJATUBA;MA;Maranhão;26988;0;NE;0,581;0,762;0,492;0,523
1;SP;ANALANDIA;;Não Cadastrado;ANALANDIA;3502002;6139;Analândia;ANALANDIA;SP;São Paulo;5056;0;SE;0,754;0,861;0,668;0,745
1;AM;ANAMA;;Aprovado;ANAMA;1300086;293;Anamã;ANAMA;AM;Amazonas;13956;0;N;0,594;0,741;0,526;0,537
1;TO;ANANAS;;Aprovado;ANANAS;1701002;9219;Ananás;ANANAS;TO;Tocantins;9492;0;N;0,671;0,804;0,605;0,621
1;PA;ANANINDEUA;;Aprovado;ANANINDEUA;1500800;415;Ananindeua;ANANINDEUA;PA;Pará;535547;0;N;0,718;0,821;0,658;0,684
1;GO;ANAPOLIS;;Aprovado;ANAPOLIS;5201108;9221;Anápolis;ANAPOLIS;GO;Goiás;391772;0;CO;0,737;0,822;0,66;0,737
1;PA;ANAPU;;Aprovado;ANAPU;1500859;40;Anapu;ANAPU;PA;Pará;28607;0;N;0,548;0,788;0,371;0,563
1;MA;ANAPURUS;;Aprovado;ANAPURUS;2100808;715;Anapurus;ANAPURUS;MA;Maranhão;15894;0;NE;0,581;0,764;0,502;0,511
1;MS;ANASTACIO;;Aprovado;ANASTACIO;5000708;9013;Anastácio;ANASTACIO;MS;Mato Grosso do Sul;25237;0;CO;0,663;0,789;0,557;0,663
1;MS;ANAURILANDIA;;Não Cadastrado;ANAURILANDIA;5000807;9015;Anaurilândia;ANAURILANDIA;MS;Mato Grosso do Sul;9076;0;CO;0,67;0,826;0,538;0,676
1;SC;ANCHIETA;;Aprovado;ANCHIETA;3200409;5607;Anchieta;ANCHIETA;ES;Espírito Santo;29779;0;SE;0,73;0,856;0,654;0,696
1;ES;ANCHIETA;;Aprovado;ANCHIETA;4200804;8015;Anchieta;ANCHIETA;SC;Santa Catarina;5557;0;S;0,699;0,8;0,608;0,703
1;BA;ANDARAI;;Aprovado;ANDARAI;2901304;3325;Andaraí;ANDARAI;BA;Bahia;13132;0;NE;0,555;0,764;0,415;0,54
1;PR;ANDIRA;;Rejeitado;ANDIRA;4101101;7419;Andirá;ANDIRA;PR;Paraná;19926;0;S;0,725;0,838;0,66;0,69
1;BA;ANDORINHA;;Aprovado;ANDORINHA;2901353;3255;Andorinha;ANDORINHA;BA;Bahia;14503;0;NE;0,588;0,731;0,474;0,586
1;MG;ANDRADAS;;Aprovado;ANDRADAS;3102605;4051;Andradas;ANDRADAS;MG;Minas Gerais;41396;0;SE;0,734;0,878;0,617;0,731
1;SP;ANDRADINA;;Aprovado;ANDRADINA;3502101;6141;Andradina;ANDRADINA;SP;São Paulo;57202;0;SE;0,779;0,885;0,702;0,762
1;RS;ANDRE DA ROCHA;;Aprovado;ANDRE DA ROCHA;4300661;8491;André da Rocha;ANDRE DA ROCHA;RS;Rio Grande do Sul;1343;0;S;0,72;0,837;0,605;0,738
1;MG;ANDRELANDIA;;Aprovado;ANDRELANDIA;3102803;4055;Andrelândia;ANDRELANDIA;MG;Minas Gerais;12206;0;SE;0,7;0,818;0,621;0,675
1;SP;ANGATUBA;;Em Análise;ANGATUBA;3502200;6143;Angatuba;ANGATUBA;SP;São Paulo;25479;0;SE;0,719;0,827;0,648;0,693
1;MG;ANGELANDIA;;Aprovado;ANGELANDIA;3102852;566;Angelândia;ANGELANDIA;MG;Minas Gerais;8557;0;SE;0,597;0,756;0,473;0,594
1;MS;ANGELICA;;Aprovado;ANGELICA;5000856;9169;Angélica;ANGELICA;MS;Mato Grosso do Sul;10932;0;CO;0,697;0,839;0,582;0,692
1;PE;ANGELIM;;Aprovado;ANGELIM;2601003;2319;Angelim;ANGELIM;PE;Pernambuco;11226;0;NE;0,572;0,751;0,448;0,555
1;SC;ANGELINA;;Aprovado;ANGELINA;4200903;8017;Angelina;ANGELINA;SC;Santa Catarina;4743;0;S;0,687;0,797;0,581;0,699
1;BA;ANGICAL;;Aprovado;ANGICAL;2901403;3327;Angical;ANGICAL;BA;Bahia;13938;0;NE;0,625;0,778;0,556;0,564
1;PI;ANGICAL DO PIAUI;;Aprovado;ANGICAL DO PIAUI;2200608;1011;Angical do Piauí;ANGICAL DO PIAUI;PI;Piauí;6783;0;NE;0,63;0,737;0,555;0,61
1;TO;ANGICO;;Não Cadastrado;ANGICO;1701051;165;Angico;ANGICO;TO;Tocantins;3454;0;N;0,648;0,773;0,612;0,576
1;RN;ANGICOS;;Em Análise;ANGICOS;2400802;1615;Angicos;ANGICOS;RN;Rio Grande do Norte;11705;0;NE;0,624;0,756;0,53;0,606
1;RJ;ANGRA DOS REIS;;Aprovado;ANGRA DOS REIS;3300100;5801;Angra dos Reis;ANGRA DOS REIS;RJ;Rio de Janeiro;207044;0;SE;0,724;0,846;0,605;0,74
1;BA;ANGUERA;;Aprovado;ANGUERA;2901502;3329;Anguera;ANGUERA;BA;Bahia;11297;0;NE;0,589;0,766;0,471;0,565
1;PR;ANGULO;;Aprovado;ANGULO;4101150;5509;Ângulo;ANGULO;PR;Paraná;2930;0;S;0,721;0,827;0,644;0,705
1;GO;ANHANGUERA;;Não Cadastrado;ANHANGUERA;5201207;9223;Anhanguera;ANHANGUERA;GO;Goiás;1160;0;CO;0,725;0,802;0,657;0,724
1;SP;ANHEMBI;;Aprovado;ANHEMBI;3502309;6145;Anhembi;ANHEMBI;SP;São Paulo;6819;0;SE;0,721;0,863;0,637;0,681
1;SP;ANHUMAS;;Aprovado;ANHUMAS;3502408;6147;Anhumas;ANHUMAS;SP;São Paulo;4144;0;SE;0,741;0,845;0,706;0,683
1;GO;ANICUNS;;Aprovado;ANICUNS;5201306;9225;Anicuns;ANICUNS;GO;Goiás;21981;0;CO;0,714;0,834;0,627;0,695
1;PI;ANISIO DE ABREU;;Aprovado;ANISIO DE ABREU;2200707;1013;Anísio de Abreu;ANISIO DE ABREU;PI;Piauí;9938;0;NE;0,594;0,768;0,512;0,534
1;SC;ANITA GARIBALDI;;Aprovado;ANITA GARIBALDI;4201000;8019;Anita Garibaldi;ANITA GARIBALDI;SC;Santa Catarina;6957;0;S;0,688;0,826;0,592;0,667
1;SC;ANITAPOLIS;;Aprovado;ANITAPOLIS;4201109;8021;Anitápolis;ANITAPOLIS;SC;Santa Catarina;3228;0;S;0,674;0,836;0,524;0,699
1;AM;ANORI;;Não Cadastrado;ANORI;1300102;203;Anori;ANORI;AM;Amazonas;21477;0;N;0,561;0,757;0,433;0,54
1;RS;ANTA GORDA;;Aprovado;ANTA GORDA;4300703;8513;Anta Gorda;ANTA GORDA;RS;Rio Grande do Sul;5961;0;S;0,74;0,868;0,63;0,742
1;BA;ANTAS;;Aprovado;ANTAS;2901601;3331;Antas;ANTAS;BA;Bahia;19479;0;NE;0,592;0,739;0,491;0,573
1;PR;ANTONINA;;Aprovado;ANTONINA;4101200;7421;Antonina;ANTONINA;PR;Paraná;18949;0;S;0,687;0,838;0,564;0,686
1;CE;ANTONINA DO NORTE;;Aprovado;ANTONINA DO NORTE;2300804;1315;Antonina do Norte;ANTONINA DO NORTE;CE;Ceará;7378;0;NE;0,599;0,772;0,506;0,55
1;PI;ANTONIO ALMEIDA;;Em Cadastro;ANTONIO ALMEIDA;2200806;1015;Antônio Almeida;ANTONIO ALMEIDA;PI;Piauí;3170;0;NE;0,62;0,781;0,527;0,579
1;BA;ANTONIO CARDOSO;;Aprovado;ANTONIO CARDOSO;2901700;3333;Antônio Cardoso;ANTONIO CARDOSO;BA;Bahia;11677;0;NE;0,561;0,768;0,422;0,544
1;MG;ANTONIO CARLOS;;Em Cadastro;ANTONIO CARLOS;3102902;4057;Antônio Carlos;ANTONIO CARLOS;MG;Minas Gerais;11459;0;SE;0,683;0,838;0,584;0,65
1;SC;ANTONIO CARLOS;;Aprovado;ANTONIO CARLOS;4201208;8023;Antônio Carlos;ANTONIO CARLOS;SC;Santa Catarina;8613;0;S;0,749;0,89;0,615;0,768
1;MG;ANTONIO DIAS;;Aprovado;ANTONIO DIAS;3103009;4059;Antônio Dias;ANTONIO DIAS;MG;Minas Gerais;9275;0;SE;0,645;0,849;0,507;0,624
1;BA;ANTONIO GONCALVES;;Aprovado;ANTONIO GONCALVES;2901809;3335;Antônio Gonçalves;ANTONIO GONCALVES;BA;Bahia;11878;0;NE;0,598;0,741;0,498;0,58
1;MS;ANTONIO JOAO;;Não Cadastrado;ANTONIO JOAO;5000906;9017;Antônio João;ANTONIO JOAO;MS;Mato Grosso do Sul;9020;0;CO;0,643;0,799;0,526;0,633
1;RN;ANTONIO MARTINS;;Aprovado;ANTONIO MARTINS;2400901;1617;Antônio Martins;ANTONIO MARTINS;RN;Rio Grande do Norte;7154;0;NE;0,578;0,76;0,458;0,554
1;PR;ANTONIO OLINTO;;Aprovado;ANTONIO OLINTO;4101309;7423;Antônio Olinto;ANTONIO OLINTO;PR;Paraná;7427;0;S;0,656;0,825;0,547;0,626
1;RS;ANTONIO PRADO;;Aprovado;ANTONIO PRADO;4300802;8515;Antônio Prado;ANTONIO PRADO;RS;Rio Grande do Sul;13045;0;S;0,758;0,835;0,671;0,777
1;MG;ANTONIO PRADO DE MINAS;;Não Cadastrado;ANTONIO PRADO DE MINAS;3103108;4061;Antônio Prado de Minas;ANTONIO PRADO DE MINAS;MG;Minas Gerais;1587;0;SE;0,684;0,83;0,572;0,674
1;SP;APARECIDA;;Aprovado;APARECIDA;2500775;446;Aparecida;APARECIDA;PB;Paraíba;8416;0;NE;0,578;0,747;0,456;0,567
1;PB;APARECIDA;;Aprovado;APARECIDA;3502507;6149;Aparecida;APARECIDA;SP;São Paulo;36185;0;SE;0,755;0,828;0,706;0,735
1;GO;APARECIDA DE GOIANIA;;Aprovado;APARECIDA DE GOIANIA;5201405;9227;Aparecida de Goiânia;APARECIDA DE GOIANIA;GO;Goiás;590146;0;CO;0,718;0,834;0,62;0,716
1;GO;APARECIDA DO RIO DOCE;;Não Cadastrado;APARECIDA DO RIO DOCE;5201454;71;Aparecida do Rio Doce;APARECIDA DO RIO DOCE;GO;Goiás;2474;0;CO;0,693;0,814;0,583;0,7
1;TO;APARECIDA DO RIO NEGRO;;Aprovado;APARECIDA DO RIO NEGRO;1701101;9713;Aparecida do Rio Negro;APARECIDA DO RIO NEGRO;TO;Tocantins;4848;0;N;0,651;0,791;0,588;0,593
1;MS;APARECIDA DO TABOADO;;Aprovado;APARECIDA DO TABOADO;5001003;9019;Aparecida do Taboado;APARECIDA DO TABOADO;MS;Mato Grosso do Sul;26069;0;CO;0,697;0,804;0,588;0,717
1;SP;APARECIDA DOESTE;;Aprovado;APARECIDA DOESTE;3502606;6151;Aparecida d'Oeste;APARECIDA DOESTE;SP;São Paulo;4158;0;SE;0,721;0,804;0,67;0,697
1;RJ;APERIBE;;Aprovado;APERIBE;3300159;2919;Aperibé;APERIBE;RJ;Rio de Janeiro;11901;0;SE;0,692;0,785;0,631;0,67
1;ES;APIACA;;Aprovado;APIACA;3200508;5609;Apiacá;APIACA;ES;Espírito Santo;7554;0;SE;0,673;0,841;0,549;0,659
1;MT;APIACAS;;Aprovado;APIACAS;5100805;9773;Apiacás;APIACAS;MT;Mato Grosso;10283;0;CO;0,675;0,809;0,57;0,666
1;SP;APIAI;;Aprovado;APIAI;3502705;6153;Apiaí;APIAI;SP;São Paulo;24226;0;SE;0,71;0,835;0,647;0,662
1;MA;APICUM ACU;;Aprovado;APICUM ACU;2100832;112;Apicum-Açu;APICUM ACU;MA;Maranhão;17413;0;NE;0,568;0,718;0,483;0,529
1;SC;APIUNA;;Aprovado;APIUNA;4201257;9941;Apiúna;APIUNA;SC;Santa Catarina;10848;0;S;0,708;0,827;0,584;0,735
1;RN;APODI;;Aprovado;APODI;2401008;1619;Apodi;APODI;RN;Rio Grande do Norte;35874;0;NE;0,639;0,747;0,571;0,611
1;BA;APORA;;Aprovado;APORA;2901908;3337;Aporá;APORA;BA;Bahia;17788;0;NE;0,548;0,751;0,425;0,516
1;GO;APORE;;Em Cadastro;APORE;5201504;9229;Aporé;APORE;GO;Goiás;4232;0;CO;0,693;0,823;0,584;0,692
1;BA;APUAREMA;;Aprovado;APUAREMA;2901957;3257;Apuarema;APUAREMA;BA;Bahia;7302;0;NE;0,552;0,735;0,413;0,555
1;PR;APUCARANA;;Aprovado;APUCARANA;4101408;7425;Apucarana;APUCARANA;PR;Paraná;136234;0;S;0,748;0,845;0,668;0,741
1;AM;APUI;;Não Cadastrado;APUI;1300144;969;Apuí;APUI;AM;Amazonas;22359;0;N;0,637;0,772;0,54;0,621
1;CE;APUIARES;;Aprovado;APUIARES;2300903;1317;Apuiarés;APUIARES;CE;Ceará;14672;0;NE;0,618;0,741;0,593;0,536
1;SE;AQUIDABA;;Aprovado;AQUIDABA;2800209;3103;Aquidabã;AQUIDABA;SE;Sergipe;21681;0;NE;0,578;0,747;0,452;0,573
1;MS;AQUIDAUANA;;Aprovado;AQUIDAUANA;5001102;9021;Aquidauana;AQUIDAUANA;MS;Mato Grosso do Sul;48029;0;CO;0,688;0,84;0,562;0,69
1;CE;AQUIRAZ;;Aprovado;AQUIRAZ;2301000;1319;Aquiraz;AQUIRAZ;CE;Ceará;80935;0;NE;0,641;0,788;0,55;0,608
1;SC;ARABUTA;;Aprovado;ARABUTA;4201273;5597;Arabutã;ARABUTA;SC;Santa Catarina;4267;0;S;0,733;0,863;0,614;0,744
1;PB;ARACAGI;;Aprovado;ARACAGI;2500809;1915;Araçagi;ARACAGI;PB;Paraíba;16921;0;NE;0,549;0,745;0,412;0,54
1;MG;ARACAI;;Não Cadastrado;ARACAI;3103207;4063;Araçaí;ARACAI;MG;Minas Gerais;2354;0;SE;0,695;0,805;0,632;0,659
1;SE;ARACAJU;;Aprovado;ARACAJU;2800308;3105;Aracaju;ARACAJU;SE;Sergipe;664908;1;NE;0,77;0,823;0,708;0,784
1;SP;ARACARIGUAMA;;Aprovado;ARACARIGUAMA;3502754;3067;Araçariguama;ARACARIGUAMA;SP;São Paulo;22860;0;SE;0,704;0,814;0,597;0,717
1;BA;ARACAS;;Não Cadastrado;ARACAS;2902054;3259;Araças;ARACAS;BA;Bahia;12208;0;NE;0,57;0,744;0,462;0,54
1;CE;ARACATI;;Aprovado;ARACATI;2301109;1321;Aracati;ARACATI;CE;Ceará;74975;0;NE;0,655;0,742;0,624;0,607
1;BA;ARACATU;;Não Cadastrado;ARACATU;2902005;3339;Aracatu;ARACATU;BA;Bahia;13045;0;NE;0,581;0,754;0,439;0,591
1;SP;ARACATUBA;;Aprovado;ARACATUBA;3502804;6155;Araçatuba;ARACATUBA;SP;São Paulo;198129;0;SE;0,788;0,841;0,744;0,782
1;BA;ARACI;;Aprovado;ARACI;2902104;3341;Araci;ARACI;BA;Bahia;54648;0;NE;0,534;0,747;0,381;0,534
